City_ID,City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
239,239,Talcahuano,-36.7167,-73.1167,50.68,83,0,7.18,CL,2022-05-02 03:03:20
240,240,Cap Malheureux,-19.9842,57.6142,74.46,77,4,1.99,MU,2022-05-02 03:03:20
241,241,Harper,4.375,-7.7169,80.04,83,39,5.03,LR,2022-05-02 03:03:21
242,242,Nanortalik,60.1432,-45.2371,36.43,85,100,2.04,GL,2022-05-02 03:03:21
243,243,Irbeyskoye,55.6428,95.4522,56.55,68,100,8.1,RU,2022-05-02 03:03:22
244,244,Kahului,20.8947,-156.47,73.85,92,97,7.0,US,2022-05-02 03:03:22
245,245,Bowmore,34.9421,-79.3031,67.89,92,100,1.99,US,2022-05-02 03:03:22
246,246,Labuhan,-6.8844,112.2051,85.35,75,92,7.85,ID,2022-05-02 02:58:34
247,247,Coihaique,-45.5752,-72.0662,41.97,99,100,3.67,CL,2022-05-02 03:02:00
248,248,Pundaguitan,6.3711,126.1689,81.36,78,99,5.84,PH,2022-05-02 03:03:23
249,249,Wucheng,29.6008,118.175,69.94,47,88,2.64,CN,2022-05-02 03:03:23
250,250,Puerto Escondido,15.85,-97.0667,82.63,70,88,6.24,MX,2022-05-02 03:03:24
251,251,Nishihara,26.1842,127.7558,65.68,82,75,11.5,JP,2022-05-02 03:03:24
252,252,Tiarei,-17.5333,-149.3333,82.42,73,96,5.12,PF,2022-05-02 03:03:25
253,253,Bengkulu,-3.8004,102.2655,84.15,64,100,3.02,ID,2022-05-02 03:03:25
254,254,Broken Hill,-31.95,141.4333,64.54,44,0,3.78,AU,2022-05-02 03:03:26
255,255,Taksimo,56.3444,114.8794,41.11,47,88,11.23,RU,2022-05-02 03:03:26
256,256,Gamba,-2.65,10.0,76.33,92,100,5.82,GA,2022-05-02 03:03:26
257,257,Yuzhne,46.6221,31.1013,50.16,71,34,5.12,UA,2022-05-02 03:03:27
258,258,Okha,53.5739,142.9478,33.96,95,100,7.34,RU,2022-05-02 03:03:27
259,259,Kangaatsiaq,68.3065,-53.4641,14.47,92,74,5.64,GL,2022-05-02 03:03:28
260,260,Manggar,-2.8833,108.2667,86.56,69,100,8.99,ID,2022-05-02 03:03:28
261,261,Areosa,41.7178,-8.8571,54.45,87,80,6.17,PT,2022-05-02 03:03:28
262,262,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.87,86,31,5.32,BR,2022-05-02 03:03:29
263,263,Longyearbyen,78.2186,15.6401,10.24,72,75,4.61,SJ,2022-05-02 03:02:50
264,264,Saskylakh,71.9167,114.0833,19.45,88,36,8.12,RU,2022-05-02 03:03:29
265,265,Sur,22.5667,59.5289,84.99,48,0,0.38,OM,2022-05-02 03:03:30
266,266,Fengxian,34.7039,116.5872,80.35,19,0,3.85,CN,2022-05-02 03:03:30
267,267,Kaitangata,-46.2817,169.8464,63.12,57,30,3.29,NZ,2022-05-02 03:03:26
268,268,Trofors,65.5333,13.4063,34.54,94,100,22.12,NO,2022-05-02 03:03:31
269,269,Mamallapuram,12.6264,80.1722,86.05,71,100,5.35,IN,2022-05-02 03:03:31
270,270,Ishigaki,24.3448,124.1572,68.04,82,100,25.75,JP,2022-05-02 03:03:32
271,271,Karsun,54.1994,46.9827,37.49,65,76,4.85,RU,2022-05-02 03:03:32
272,272,Maine-Soroa,13.2114,12.0241,87.87,26,28,10.2,NE,2022-05-02 03:03:32
273,273,Mackay,-21.15,149.2,82.69,74,51,17.11,AU,2022-05-02 03:00:04
274,274,Sumbe,-11.2061,13.8437,75.13,89,63,5.46,AO,2022-05-02 03:03:33
275,275,Surt,31.2089,16.5887,64.24,80,54,31.34,LY,2022-05-02 03:04:33
276,276,Pasighat,28.0667,95.3333,74.41,77,100,0.31,IN,2022-05-02 03:04:34
277,277,Pointe-Noire,-4.7761,11.8635,77.88,91,100,3.96,CG,2022-05-02 03:00:32
278,278,Yeppoon,-23.1333,150.7333,78.58,73,88,16.87,AU,2022-05-02 03:04:34
279,279,Kindu,-2.95,25.95,68.92,98,100,2.01,CD,2022-05-02 03:04:35
280,280,Auchi,7.0667,6.2667,73.98,93,94,4.88,NG,2022-05-02 03:04:35
281,281,Jimma,7.6667,36.8333,60.51,94,94,1.5,ET,2022-05-02 03:01:15
282,282,Mariinsk,56.2139,87.7472,45.27,82,100,4.5,RU,2022-05-02 03:04:36
283,283,Pandamatenga,-18.5278,25.627,61.92,67,66,10.65,BW,2022-05-02 03:04:36
284,284,Salalah,17.0151,54.0924,82.36,73,21,1.39,OM,2022-05-02 03:00:52
285,285,Xuanwu,32.069,118.8138,72.0,43,3,9.22,CN,2022-05-02 03:04:36
286,286,Boa Vista,2.8197,-60.6733,77.27,68,48,6.6,BR,2022-05-02 03:04:37
287,287,Broome,42.2506,-75.833,56.14,74,100,9.22,US,2022-05-02 03:04:37
288,288,Moron,-34.6534,-58.6198,54.97,68,15,8.16,AR,2022-05-02 03:04:38
289,289,Maniitsoq,65.4167,-52.9,24.22,82,92,6.55,GL,2022-05-02 03:02:01
290,290,Rimbey,52.6334,-114.2353,53.62,69,100,4.03,CA,2022-05-02 03:00:21
291,291,Eisenerz,47.5333,14.8833,48.07,85,98,1.59,AT,2022-05-02 03:04:38
292,292,Eureka,40.8021,-124.1637,53.37,81,20,1.01,US,2022-05-02 03:04:06
293,293,Ciudad Bolivar,8.1222,-63.5497,81.23,62,45,14.79,VE,2022-05-02 03:04:39
294,294,Merauke,-8.4667,140.3333,83.14,78,99,7.43,ID,2022-05-02 03:04:39
295,295,Kununurra,-15.7667,128.7333,91.38,33,1,12.66,AU,2022-05-02 03:04:40
296,296,Kilrush,52.6397,-9.4833,49.75,96,97,2.08,IE,2022-05-02 03:04:40
297,297,Shimoda,34.6667,138.95,62.1,70,99,6.15,JP,2022-05-02 03:04:41
298,298,Zhicheng,30.2956,111.5047,75.4,39,95,4.45,CN,2022-05-02 03:04:41
299,299,Lagoa,39.05,-27.9833,60.3,83,17,3.13,PT,2022-05-02 03:04:21
300,300,Carballo,43.213,-8.691,53.87,90,77,1.36,ES,2022-05-02 03:04:42
301,301,Northallerton,54.339,-1.4324,51.35,93,100,1.14,GB,2022-05-02 03:04:42
302,302,Comodoro Rivadavia,-45.8667,-67.5,48.9,78,87,3.76,AR,2022-05-02 03:04:42
303,303,Arrifes,37.7667,-25.7,63.23,77,75,4.61,PT,2022-05-02 03:04:43
304,304,Tsumeb,-19.2333,17.7167,61.74,50,10,7.63,,2022-05-02 03:04:43
305,305,Bannu,32.9854,70.6027,95.72,13,83,1.92,PK,2022-05-02 03:04:43
306,306,Pijijiapan,15.7011,-93.23,80.73,81,68,0.83,MX,2022-05-02 03:04:44
307,307,Concepcion,-36.827,-73.0498,49.05,85,0,4.29,CL,2022-05-02 03:04:44
308,308,Najran,17.4924,44.1277,74.39,31,32,1.54,SA,2022-05-02 03:00:40
309,309,Saint-Marc-Des-Carrieres,46.6834,-72.0491,46.22,76,0,10.87,CA,2022-05-02 03:04:45
310,310,Iberia,29.9502,-91.7507,71.96,94,20,3.44,US,2022-05-02 03:04:45
311,311,Okhtyrka,50.3104,34.8988,42.57,85,18,2.91,UA,2022-05-02 03:04:46
312,312,Turgenevo,54.8455,46.3297,38.52,68,10,6.42,RU,2022-05-02 03:04:46
313,313,Dzaoudzi,-12.7887,45.2699,82.29,74,75,20.71,YT,2022-05-02 03:04:46
314,314,Bozdar,27.1828,68.636,96.24,5,96,22.08,PK,2022-05-02 03:04:47
315,315,Nome,64.5011,-165.4064,38.16,70,5,12.75,US,2022-05-02 03:04:47
316,316,Kharan,28.5833,65.4167,82.35,17,0,1.83,PK,2022-05-02 03:04:48
317,317,Saint Helens,53.45,-2.7333,52.63,91,100,5.75,GB,2022-05-02 03:04:48
318,318,Olinda,-8.0089,-34.8553,78.1,83,17,6.67,BR,2022-05-02 03:04:49
319,319,Killybegs,54.6333,-8.45,51.39,92,98,1.92,IE,2022-05-02 03:04:49
320,320,Kysyl-Syr,63.8986,122.7617,23.22,74,100,16.6,RU,2022-05-02 03:04:49
321,321,Acari,-15.4311,-74.6158,69.3,76,46,2.19,PE,2022-05-02 03:04:50
322,322,Espumoso,-28.7247,-52.8497,61.68,95,99,4.59,BR,2022-05-02 03:05:50
323,323,Isangel,-19.55,169.2667,82.26,80,93,10.56,VU,2022-05-02 03:05:51
324,324,Benicarlo,40.4165,0.4271,61.9,82,96,4.83,ES,2022-05-02 03:05:51
325,325,Nantucket,41.2835,-70.0995,51.03,88,0,5.75,US,2022-05-02 03:01:55
326,326,Indianola,41.3581,-93.5574,49.86,73,100,10.85,US,2022-05-02 03:05:51
327,327,Shingu,33.7333,135.9833,65.37,35,100,6.62,JP,2022-05-02 03:04:08
328,328,Bourail,-21.5667,165.4833,81.54,70,41,5.5,NC,2022-05-02 03:05:52
329,329,Tutoia,-2.7619,-42.2744,77.34,89,100,6.67,BR,2022-05-02 03:05:52
330,330,Haines Junction,60.7522,-137.5108,38.53,99,98,4.54,CA,2022-05-02 03:05:53
331,331,Roma,43.2128,-75.4557,57.87,41,40,5.75,US,2022-05-02 03:05:53
332,332,Kavieng,-2.5744,150.7967,83.71,76,25,9.1,PG,2022-05-02 03:04:24
333,333,Changli,39.7042,119.1506,64.49,22,2,7.45,CN,2022-05-02 03:05:54
334,334,Clemencia,10.5665,-75.325,81.23,84,100,5.66,CO,2022-05-02 03:05:54
335,335,Murgab,37.4966,61.9714,69.67,50,100,14.94,TM,2022-05-02 03:05:54
336,336,Lewisporte,49.2499,-55.0482,33.55,98,100,7.63,CA,2022-05-02 03:05:55
337,337,Ushtobe,45.2514,77.9838,79.11,27,100,8.41,KZ,2022-05-02 03:05:55
338,338,Walvis Bay,-22.9575,14.5053,60.67,72,0,2.8,,2022-05-02 03:05:56
339,339,Margate,51.3813,1.3862,51.31,76,100,1.01,GB,2022-05-02 03:05:56
340,340,Lebu,-37.6167,-73.65,51.58,92,1,14.18,CL,2022-05-02 03:05:56
341,341,Mwense,-10.3845,28.698,62.26,72,49,5.82,ZM,2022-05-02 03:05:57
342,342,Sindou,10.6667,-5.1667,79.86,63,36,1.63,BF,2022-05-02 03:05:57
343,343,Izhma,65.0083,53.9113,25.27,86,73,5.77,RU,2022-05-02 03:05:58
344,344,Saint-Georges,12.0564,-61.7485,78.94,78,29,15.43,GD,2022-05-02 03:05:58
345,345,Port Lincoln,-34.7333,135.8667,66.99,58,0,8.72,AU,2022-05-02 03:05:59
346,346,Aykhal,66.0,111.5,23.83,83,57,17.87,RU,2022-05-02 03:05:59
347,347,Manerbio,45.3558,10.1352,56.14,85,75,2.3,IT,2022-05-02 03:05:59
348,348,Aquiraz,-3.9014,-38.3911,78.89,89,91,8.55,BR,2022-05-02 03:06:00
349,349,Meulaboh,4.1363,96.1285,82.22,75,100,1.72,ID,2022-05-02 03:06:00
350,350,Chegdomyn,51.1167,133.0167,48.25,47,99,1.25,RU,2022-05-02 03:06:01
351,351,Takoradi,4.8845,-1.7554,79.43,86,94,6.69,GH,2022-05-02 03:01:27
352,352,Rosarito,32.3333,-117.0333,60.48,76,52,6.04,MX,2022-05-02 03:06:01
353,353,Zaraza,9.3503,-65.3245,79.57,65,71,6.08,VE,2022-05-02 03:06:02
354,354,San Quintin,30.4833,-115.95,58.5,81,0,12.21,MX,2022-05-02 03:06:02
355,355,Aloleng,16.1307,119.7824,88.02,58,89,2.55,PH,2022-05-02 03:06:02
356,356,Santa Maria Da Vitoria,-13.3947,-44.1886,75.7,58,84,4.52,BR,2022-05-02 03:06:03
357,357,Ust-Kuyga,70.0167,135.6,21.87,79,100,8.52,RU,2022-05-02 03:06:03
358,358,Buala,-8.145,159.5921,84.31,71,82,4.07,SB,2022-05-02 03:06:02
359,359,Birin,26.8865,88.0718,67.33,64,17,4.54,NP,2022-05-02 03:06:04
360,360,Port Augusta,-32.5,137.7667,71.35,33,0,5.79,AU,2022-05-02 03:06:04
361,361,Otjimbingwe,-22.35,16.1333,63.97,42,0,7.56,,2022-05-02 03:06:05
362,362,Kanadey,53.1679,47.5264,39.36,57,4,2.62,RU,2022-05-02 03:06:05
363,363,Diffa,13.3154,12.6113,86.9,27,23,7.16,NE,2022-05-02 03:06:06
364,364,Beroroha,-21.6667,45.1667,63.27,84,0,3.2,MG,2022-05-02 03:06:06
365,365,Kawalu,-7.3817,108.2082,82.63,74,97,3.27,ID,2022-05-02 03:06:07
366,366,Malanje,-9.5402,16.341,57.54,81,17,3.65,AO,2022-05-02 03:06:07
367,367,Kumluca,36.3703,30.2869,66.11,73,54,1.1,TR,2022-05-02 03:06:07
368,368,Bristol,41.8334,-71.1662,53.11,69,94,3.0,US,2022-05-02 03:01:43
369,369,Wainwright,52.839,-110.8572,48.09,61,100,14.97,CA,2022-05-02 03:06:08
370,370,Acajutla,13.5928,-89.8275,82.45,75,96,3.22,SV,2022-05-02 03:07:08
371,371,Jalu,29.0331,21.5482,74.16,46,98,23.53,LY,2022-05-02 03:05:08
372,372,Salym,60.0625,71.4789,41.04,51,88,3.56,RU,2022-05-02 03:07:09
373,373,Narsaq,60.9167,-46.05,41.22,80,99,3.44,GL,2022-05-02 03:07:09
374,374,Qazigund,33.6333,75.15,68.07,47,0,3.11,IN,2022-05-02 03:07:10
375,375,Slidell,30.2752,-89.7812,78.01,81,0,5.99,US,2022-05-02 03:07:10
376,376,Illapel,-31.6308,-71.1653,58.41,67,100,2.89,CL,2022-05-02 03:07:11
377,377,Makakilo City,21.3469,-158.0858,79.12,62,20,19.57,US,2022-05-02 03:07:11
378,378,Chernogorsk,53.8236,91.2842,66.52,27,99,6.71,RU,2022-05-02 03:07:12
379,379,Douglas,41.3,-96.167,52.9,72,0,8.05,US,2022-05-02 03:07:12
380,380,Pokhara,28.2333,83.9833,76.51,45,57,3.98,NP,2022-05-02 03:07:12
381,381,Ola,59.5833,151.2833,44.15,88,65,7.72,RU,2022-05-02 03:07:13
382,382,Terrell,32.736,-96.2753,77.5,68,0,6.91,US,2022-05-02 03:07:13
383,383,Karpathos,35.507,27.2132,62.56,82,81,12.66,GR,2022-05-02 03:07:14
384,384,Lata,40.1629,-8.3327,56.07,89,76,4.09,PT,2022-05-02 03:07:14
385,385,Christchurch,-43.5333,172.6333,75.33,55,0,5.75,NZ,2022-05-02 03:04:10
386,386,Kapit,2.0167,112.9333,89.44,61,88,2.26,MY,2022-05-02 03:06:12
387,387,Kazachinskoye,57.6953,93.2761,38.8,81,100,16.02,RU,2022-05-02 03:07:15
388,388,Novyy Urgal,51.0736,132.5642,48.94,42,100,2.77,RU,2022-05-02 03:07:15
389,389,Saint-Augustin,51.226,-58.6502,32.43,86,100,19.93,CA,2022-05-02 03:07:15
390,390,Shitanjing,39.2342,106.3439,62.33,11,4,16.84,CN,2022-05-02 03:05:16
391,391,Tiebissou,7.1574,-5.2257,77.04,95,92,3.6,CI,2022-05-02 03:07:16
392,392,Atambua,-9.1061,124.8925,86.16,50,98,3.58,ID,2022-05-02 03:07:16
393,393,Krasnoselkup,65.7,82.4667,28.35,86,70,7.16,RU,2022-05-02 03:07:17
394,394,Praia,14.9215,-23.5087,70.34,78,20,14.97,CV,2022-05-02 03:07:17
395,395,Paita,-5.0892,-81.1144,68.25,83,49,11.61,PE,2022-05-02 03:07:18
396,396,Korla,41.7597,86.1469,67.06,20,10,9.82,CN,2022-05-02 03:07:18
397,397,Lokoja,7.8024,6.743,76.37,84,94,4.68,NG,2022-05-02 03:07:19
398,398,Atar,20.5169,-13.0499,80.08,15,0,10.56,MR,2022-05-02 03:07:19
399,399,Russell,32.3502,-85.1999,71.2,93,0,0.0,US,2022-05-02 03:07:20
400,400,Kolga,59.4867,25.6192,33.67,91,41,6.02,EE,2022-05-02 03:07:20
401,401,Usinsk,65.9939,57.5281,24.13,90,99,14.09,RU,2022-05-02 03:07:21
402,402,Ulaanbaatar,47.9077,106.8832,64.53,14,0,8.95,MN,2022-05-02 03:07:21
403,403,Haimen,23.1935,116.6142,62.49,89,100,12.68,CN,2022-05-02 03:07:23
404,404,Felanitx,39.4696,3.1483,57.96,90,12,3.04,ES,2022-05-02 03:07:24
405,405,Agadez,19.75,10.25,82.08,12,8,12.03,NE,2022-05-02 03:07:24
406,406,Natal,-5.795,-35.2094,77.22,100,75,6.91,BR,2022-05-02 03:07:25
407,407,Nogliki,51.8333,143.1667,31.71,98,91,7.63,RU,2022-05-02 03:07:25
408,408,Bima,-8.4667,118.7167,89.53,61,67,5.57,ID,2022-05-02 03:07:26
409,409,Eenhana,-17.4667,16.3333,60.48,58,3,6.06,,2022-05-02 03:07:27
410,410,Juneau,58.3019,-134.4197,48.22,95,100,4.09,US,2022-05-02 03:07:27
411,411,Kibala,9.1104,18.3463,81.5,56,100,8.1,TD,2022-05-02 03:07:28
412,412,Puerto Baquerizo Moreno,-0.9,-89.6,72.07,89,7,7.58,EC,2022-05-02 03:03:20
413,413,Veraval,20.9,70.3667,84.96,75,0,8.9,IN,2022-05-02 03:07:28
414,414,Mendi,-6.1761,143.6513,65.34,88,62,2.55,PG,2022-05-02 03:07:29
415,415,Yola,9.2,12.4833,84.47,57,100,5.01,NG,2022-05-02 03:08:29
416,416,Zhigansk,66.7697,123.3711,21.63,76,100,22.62,RU,2022-05-02 03:04:38
417,417,Cabo Rojo,18.0866,-67.1457,78.67,85,100,1.99,PR,2022-05-02 03:08:30
418,418,Fayaoue,-20.65,166.5333,78.71,84,30,11.1,NC,2022-05-02 03:08:30
419,419,Khonsa,27.0167,95.5667,70.09,76,89,0.94,IN,2022-05-02 03:08:31
420,420,Capaci,38.1711,13.2393,59.25,61,0,5.01,IT,2022-05-02 03:08:31
421,421,Saint George,37.1041,-113.5841,66.79,29,0,20.71,US,2022-05-02 03:06:49
422,422,Sao Filipe,14.8961,-24.4956,72.95,74,1,7.99,CV,2022-05-02 03:08:32
423,423,Mucurapo,10.6667,-61.5333,80.26,82,81,7.87,TT,2022-05-02 03:08:32
424,424,Rundu,-17.9333,19.7667,62.11,51,63,5.57,,2022-05-02 03:08:32
425,425,Kurchum,48.5722,83.6542,68.34,22,100,4.88,KZ,2022-05-02 03:08:33
426,426,Hualmay,-11.0964,-77.6139,65.7,84,97,5.53,PE,2022-05-02 03:08:33
427,427,Viedma,-40.8135,-62.9967,49.86,72,100,6.38,AR,2022-05-02 03:08:34
428,428,Zarubino,42.63,131.0922,48.74,54,40,1.95,RU,2022-05-02 03:08:34
429,429,Puri,19.8,85.85,84.72,81,97,14.23,IN,2022-05-02 03:08:35
430,430,Te Anau,-45.4167,167.7167,60.4,60,22,5.44,NZ,2022-05-02 03:08:35
431,431,Nelson Bay,-32.7167,152.15,73.0,61,7,6.73,AU,2022-05-02 03:08:35
432,432,Burnie,-41.0667,145.9167,62.92,82,100,12.91,AU,2022-05-02 03:06:36
433,433,Dhidhdhoo,6.8833,73.1,85.66,75,72,17.22,MV,2022-05-02 03:06:27
434,434,Phuntsholing,26.8516,89.3884,80.26,66,55,3.85,BT,2022-05-02 03:08:36
435,435,Caravelas,-17.7125,-39.2481,72.93,87,1,2.82,BR,2022-05-02 03:08:36
436,436,Bonthe,7.5264,-12.505,80.44,85,58,3.67,SL,2022-05-02 03:08:37
437,437,Naze,28.3667,129.4833,65.32,56,100,10.0,JP,2022-05-02 03:08:37
438,438,Upington,-28.4478,21.2561,59.29,25,0,8.79,ZA,2022-05-02 03:08:38
439,439,Sedan,49.6667,5.0,48.72,83,100,4.85,FR,2022-05-02 03:08:38
440,440,Dettingen,48.2625,9.7216,41.29,93,8,1.14,DE,2022-05-02 03:08:38
441,441,Kieta,-6.2167,155.6333,83.97,75,100,4.5,PG,2022-05-02 03:05:41
442,442,Bella Union,-30.2752,-57.6007,57.88,79,78,8.81,UY,2022-05-02 03:08:39
443,443,Kushiro,42.975,144.3747,50.95,76,40,11.5,JP,2022-05-02 03:08:39
444,444,Asyut,27.181,31.1837,74.07,26,45,4.5,EG,2022-05-02 03:08:40
445,445,Boquira,-12.8231,-42.7306,67.66,71,17,4.34,BR,2022-05-02 03:08:40
446,446,Diamantino,-14.4086,-56.4461,73.02,60,31,5.01,BR,2022-05-02 03:08:41
447,447,Cehegin,38.0924,-1.7985,60.73,69,81,3.91,ES,2022-05-02 03:08:41
448,448,Hofn,64.2539,-15.2082,32.67,76,100,8.32,IS,2022-05-02 03:08:41
449,449,Teguldet,57.3064,88.1667,41.09,92,100,7.4,RU,2022-05-02 03:08:42
450,450,Belmonte,-15.8631,-38.8828,74.98,81,0,2.33,BR,2022-05-02 03:08:42
451,451,Antalaha,-14.9003,50.2788,73.67,90,18,5.95,MG,2022-05-02 03:08:43
452,452,Dunedin,-45.8742,170.5036,63.09,61,7,3.98,NZ,2022-05-02 03:07:46
453,453,Benemerito De Las Americas,16.5167,-90.6439,75.47,85,76,2.46,MX,2022-05-02 03:08:43
454,454,Smithers,54.7804,-127.1743,48.52,66,100,4.61,CA,2022-05-02 03:08:44
455,455,Brownsville,25.9018,-97.4975,79.09,86,40,10.0,US,2022-05-02 03:08:44
456,456,Grants Pass,42.439,-123.3284,71.11,48,0,4.61,US,2022-05-02 03:03:51
457,457,Baft,29.234,56.6057,58.68,25,0,11.16,IR,2022-05-02 03:08:45
458,458,Beringovskiy,63.05,179.3167,21.34,75,31,13.51,RU,2022-05-02 03:08:45
459,459,Palaia Fokaia,37.72,23.9463,64.09,67,100,23.29,GR,2022-05-02 03:08:45
460,460,Paamiut,61.994,-49.6678,30.81,91,86,6.73,GL,2022-05-02 03:09:46
461,461,Tura,25.5198,90.2201,80.42,69,93,4.56,IN,2022-05-02 03:09:46
462,462,Gawler,-34.6,138.7333,73.26,58,1,5.64,AU,2022-05-02 03:09:47
463,463,Ancud,-41.8697,-73.8203,48.63,93,6,4.25,CL,2022-05-02 03:05:45
464,464,Horsham,51.064,-0.3272,49.44,90,40,1.14,GB,2022-05-02 03:09:47
465,465,Yelan,50.949,43.7378,39.67,61,5,4.43,RU,2022-05-02 03:09:48
466,466,Gladstone,-23.85,151.25,78.78,57,100,17.27,AU,2022-05-02 03:09:48
467,467,Lazaro Cardenas,17.9583,-102.2,76.12,69,40,4.47,MX,2022-05-02 03:05:24
468,468,Adrar,20.5022,-10.0711,75.09,18,0,11.18,MR,2022-05-02 03:09:49
469,469,Ojinaga,29.5667,-104.4167,83.41,50,0,14.97,MX,2022-05-02 03:08:23
470,470,Mao,39.8885,4.2658,57.76,94,0,2.3,ES,2022-05-02 03:09:49
471,471,Tual,-5.6667,132.75,83.17,76,49,16.42,ID,2022-05-02 03:09:50
472,472,Sungaipenuh,-2.0833,101.3833,75.11,69,100,2.15,ID,2022-05-02 03:09:50
473,473,Tres Lagoas,-20.7511,-51.6783,73.33,48,67,3.74,BR,2022-05-02 03:07:47
474,474,Laredo,27.5064,-99.5075,80.89,74,100,23.02,US,2022-05-02 03:09:23
475,475,Cayenne,4.9333,-52.3333,81.09,1,73,4.0,GF,2022-05-02 03:09:51
476,476,Kalat,29.0225,66.5916,68.18,22,75,2.95,PK,2022-05-02 03:09:51
477,477,Hounde,11.5,-3.5167,84.69,47,66,3.91,BF,2022-05-02 03:09:52
478,478,Tahe,52.3333,124.7333,43.41,83,100,5.53,CN,2022-05-02 03:09:52
